"Unique Key","Created Date","Closed Date","Agency","Agency Name","Complaint Type","Descriptor","Location Type","Incident Zip","Incident Address","Street Name","Cross Street 1","Cross Street 2","Intersection Street 1","Intersection Street 2","Address Type","City","Landmark","Facility Type","Status","Due Date","Resolution Description","Resolution Action Updated Date","Community Board","BBL","Borough","X Coordinate (State Plane)","Y Coordinate (State Plane)","Open Data Channel Type","Park Facility Name","Park Borough","Vehicle Type","Taxi Company Borough","Taxi Pick Up Location","Bridge Highway Name","Bridge Highway Direction","Road Ramp","Bridge Highway Segment","Latitude","Longitude","Location"
"66336384","10/01/2025 01:20:12 PM","10/01/2025 02:43:51 PM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","11234","2301 FLATBUSH AVENUE","FLATBUSH AVENUE","EAST 49 STREET","UTICA AVENUE","EAST   49 STREET","UTICA AVENUE","ADDRESS","BROOKLYN","FLATBUSH AVENUE",,"Closed",,"A letter was sent to the owner or manager of the property you reported instructing them to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.","10/01/2025 02:43:51 PM","18 BROOKLYN","3085100011","BROOKLYN","1,004,466","162,941","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.61388875284","-73.92718600733","(40.61388875283825, -73.92718600732812)"
"66342910","10/01/2025 06:54:57 AM",,"DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","11220","152 58 STREET","58 STREET","1 AVENUE","2 AVENUE","1 AVENUE","2 AVENUE","ADDRESS","BROOKLYN","58 STREET",,"In Progress",,,,"07 BROOKLYN","3057780001","BROOKLYN","977,958","174,349","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.64522213315","-74.02267316685","(40.645222133153304, -74.02267316685027)"
"66335024","10/01/2025 06:06:08 AM","10/01/2025 10:15:23 AM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10301","1 CAMPUS ROAD","CAMPUS ROAD","HILLSIDE AVENUE","CAMPUS ROAD","HILLSIDE AVENUE","CAMPUS ROAD","ADDRESS","STATEN ISLAND","WAGNER COLLEGE",,"Closed",,"A letter was sent to the owner or manager of the property you reported instructing them to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.","10/15/2025 12:20:22 PM","01 STATEN ISLAND","5006200001","STATEN ISLAND","958,460","162,509","ONLINE","Unspecified","STATEN ISLAND",,,,,,,,"40.61268853189","-74.09288876355","(40.612688531888196, -74.0928887635456)"
"66323628","09/30/2025 02:52:48 PM","10/01/2025 10:42:18 AM","DOHMH","Department of Health and Mental Hygiene","Mold","Loft Building","Loft Residence","10001","110 WEST   26 STREET","WEST   26 STREET","AVENUE OF THE AMERICAS","7 AVENUE","AVENUE OF THE AMERICAS","7 AVENUE","ADDRESS","NEW YORK","WEST   26 STREET",,"Closed",,"A letter was sent to the owner or manager of the property you reported instructing them to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.","10/01/2025 10:42:18 AM","04 MANHATTAN","1008010049","MANHATTAN","986,452","210,722","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.745059529","-73.99205322156","(40.7450595289971, -73.99205322155717)"
"66332312","09/30/2025 02:00:31 PM","09/30/2025 03:53:41 PM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10007","305 BROADWAY","BROADWAY","DUANE STREET","THOMAS STREET","DUANE STREET","THOMAS STREET","ADDRESS","NEW YORK","BROADWAY",,"Closed",,"A letter was sent to the owner or manager of the property you reported instructing them to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.","09/30/2025 03:53:41 PM","01 MANHATTAN","1001510032","MANHATTAN","982,764","199,886","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.71531751006","-74.0053604193","(40.71531751005707, -74.0053604192983)"
"66314798","09/29/2025 09:36:12 AM","09/30/2025 11:00:23 AM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10455","615 JACKSON AVENUE","JACKSON AVENUE","PONTIAC PLACE","EAST 151 STREET","PONTIAC PLACE","EAST  151 STREET","ADDRESS","BRONX","JACKSON AVENUE",,"Closed",,"A letter was sent to the owner or manager of the property you reported instructing them to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.","09/30/2025 11:00:23 AM","01 BRONX","2026230207","BRONX","1,009,593","236,223","ONLINE","Unspecified","BRONX",,,,,,,,"40.81501694629","-73.90844371339","(40.815016946288935, -73.90844371338655)"
"66303796","09/28/2025 10:42:47 AM","09/30/2025 11:15:16 AM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","11371","25 BOWERY BAY BOULEVARD","BOWERY BAY BOULEVARD","RUNWAY DRIVE","FIORELLO LANE","RUNWAY DRIVE","FIORELLO LANE","ADDRESS","LAGUARDIA AIRPORT","BOWERY BAY BOULEVARD",,"Closed",,"A letter was sent to the owner or manager of the property you reported instructing them to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.","09/30/2025 11:15:16 AM","80 QUEENS","4009260001","QUEENS","1,015,671","219,492","PHONE","Unspecified","QUEENS",,,,,,,,"40.76907537466","-73.88656410658","(40.76907537466278, -73.88656410657964)"
"66293782","09/27/2025 09:30:56 AM","09/29/2025 11:30:10 AM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10016","145 EAST   32 STREET","EAST   32 STREET","LEXINGTON AVENUE","3 AVENUE","LEXINGTON AVENUE","3 AVENUE","ADDRESS","NEW YORK","EAST   32 STREET",,"Closed",,"The owner or manager of the property was sent an advisory to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.","09/29/2025 11:30:10 AM","06 MANHATTAN","1008880027","MANHATTAN","989,717","210,687","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.74496204704","-73.98027022049","(40.74496204704003, -73.98027022048782)"
"66266691","09/24/2025 09:39:20 AM","09/24/2025 12:28:38 PM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10003","791 BROADWAY","BROADWAY","EAST 10 STREET","EAST 11 STREET","EAST   10 STREET","EAST   11 STREET","ADDRESS","NEW YORK","BROADWAY",,"Closed",,"The owner or manager of the property was sent an advisory to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.","09/24/2025 12:28:38 PM","02 MANHATTAN","1005620029","MANHATTAN","986,633","205,969","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.73201367525","-73.99140169595","(40.732013675247096, -73.99140169594969)"
"66249906","09/23/2025 08:43:22 PM","09/24/2025 09:56:49 AM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10306","110 TIMBER RIDGE DRIVE","TIMBER RIDGE DRIVE","CARDINAL LANE","MEADOW LANE","CARDINAL LANE","MEADOW LANE","ADDRESS","STATEN ISLAND","TIMBER RIDGE DRIVE",,"Closed",,"A letter was sent to the owner or manager of the property you reported instructing them to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.","09/24/2025 09:56:49 AM","03 STATEN ISLAND","5046457501","STATEN ISLAND","944,845","141,788","ONLINE","Unspecified","STATEN ISLAND",,,,,,,,"40.55576348861","-74.14180550796","(40.5557634886066, -74.14180550796188)"
"66247238","09/23/2025 02:33:27 AM","09/23/2025 10:30:13 AM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10002","189 CHRYSTIE STREET","CHRYSTIE STREET","RIVINGTON STREET","STANTON STREET","RIVINGTON STREET","STANTON STREET","ADDRESS","NEW YORK","CHRYSTIE STREET",,"Closed",,"A letter was sent to the owner or manager of the property you reported instructing them to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.","09/23/2025 10:30:13 AM","03 MANHATTAN","1004260033","MANHATTAN","986,468","202,224","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.72173460489","-73.99199828075","(40.721734604885576, -73.99199828075187)"
"66207329","09/19/2025 02:09:02 PM","09/19/2025 03:36:54 PM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10451","646 GERARD AVENUE","GERARD AVENUE","EAST 150 STREET","EAST 151 STREET","EAST  150 STREET","EAST  151 STREET","ADDRESS","BRONX","GERARD AVENUE",,"Closed",,"The owner or manager of the property was sent an advisory to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.","09/19/2025 03:36:54 PM","04 BRONX","2023530020","BRONX","1,004,119","238,620","PHONE","Unspecified","BRONX",,,,,,,,"40.82161004279","-73.9282124466","(40.82161004278773, -73.92821244659878)"
"66193663","09/18/2025 06:18:14 PM","09/19/2025 09:20:31 AM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10023","140 WEST   72 STREET","WEST   72 STREET","COLUMBUS AVENUE","AMSTERDAM AVENUE","COLUMBUS AVENUE","AMSTERDAM AVENUE","ADDRESS","NEW YORK","WEST   72 STREET",,"Closed",,"The owner or manager of the property was sent an advisory to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.","09/19/2025 09:20:31 AM","07 MANHATTAN","1011430049","MANHATTAN","989,719","222,730","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.77801698566","-73.98025320524","(40.77801698565893, -73.98025320524316)"
"66201772","09/18/2025 11:42:39 AM","09/18/2025 01:19:12 PM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10036","524 WEST   42 STREET","WEST   42 STREET","AMTRAK-NORTHEAST LINE","11 AVENUE","AMTRAK-NORTHEAST LINE","11 AVENUE","ADDRESS","NEW YORK","WEST   42 STREET",,"Closed",,"The owner or manager of the property was sent an advisory to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.","09/18/2025 01:19:12 PM","04 MANHATTAN","1010700044","MANHATTAN","985,128","216,234","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.76018880301","-73.9968306738","(40.760188803007736, -73.99683067379759)"
"66172130","09/16/2025 08:09:39 PM","09/17/2025 09:25:36 AM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10017","301 EAST   45 STREET","EAST   45 STREET","2 AVENUE","1 AVENUE","2 AVENUE","1 AVENUE","ADDRESS","NEW YORK","EAST   45 STREET",,"Closed",,"A letter was sent to the owner or manager of the property you reported instructing them to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.","09/17/2025 09:25:36 AM","06 MANHATTAN","1013387501","MANHATTAN","992,437","213,110","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.75161047209","-73.97045110162","(40.751610472088586, -73.97045110161554)"
"66175541","09/16/2025 12:06:30 PM","09/16/2025 02:52:28 PM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10456","270 EAST  167 STREET","EAST  167 STREET","MORRIS AVENUE","COLLEGE AVENUE","MORRIS AVENUE","COLLEGE AVENUE","ADDRESS","BRONX","EAST  167 STREET",,"Closed",,"The NYC Health Department (DOHMH) closed your service request. They referred your complaint to the Department of Education (DOE). To learn more, contact DOE at (718) 935-2200 or schools.nyc.gov/connect-with-us.","09/16/2025 02:52:28 PM","04 BRONX","2024380050","BRONX","1,008,041","242,821","ONLINE","Unspecified","BRONX",,,,,,,,"40.8331308911","-73.91402720298","(40.83313089110102, -73.91402720298359)"
"66143967","09/13/2025 05:00:27 AM","09/13/2025 06:28:19 AM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","11222","181 ECKFORD STREET","ECKFORD STREET","NASSAU AVENUE","NORMAN AVENUE","NASSAU AVENUE","NORMAN AVENUE","ADDRESS","BROOKLYN","ECKFORD STREET",,"Closed",,"The NYC Health Department (DOHMH) found a service request already exists for the same location. This request has been closed. DOHMH is addressing the original request.","09/13/2025 06:28:19 AM","01 BROOKLYN","3026480011","BROOKLYN","998,179","203,592","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.72547874504","-73.94974652151","(40.72547874504372, -73.94974652151461)"
"66137189","09/12/2025 07:09:48 PM","09/15/2025 09:04:20 AM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10314","1497 RICHMOND AVENUE","RICHMOND AVENUE","AKRON STREET","JARDINE AVENUE","AKRON STREET","JARDINE AVENUE","ADDRESS","STATEN ISLAND","RICHMOND AVENUE",,"Closed",,"A letter was sent to the owner or manager of the property you reported instructing them to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.","09/15/2025 09:04:20 AM","02 STATEN ISLAND","5015480001","STATEN ISLAND","939,948","162,150","PHONE","Unspecified","STATEN ISLAND",,,,,,,,"40.61162993364","-74.15956162275","(40.61162993364369, -74.15956162275047)"
"66137190","09/12/2025 12:21:03 PM","09/12/2025 04:00:00 PM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10035","2313 SECOND AVENUE","SECOND AVENUE","EAST 118 STREET","EAST 119 STREET","EAST  118 STREET","EAST  119 STREET","ADDRESS","NEW YORK","2 AVENUE",,"Closed",,"The owner or manager of the property was sent an advisory to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.","09/12/2025 04:00:00 PM","11 MANHATTAN","1017830026","MANHATTAN","1,001,818","230,270","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.7986964923","-73.93654790888","(40.79869649229903, -73.93654790888111)"
"66126196","09/11/2025 01:24:14 PM","09/12/2025 04:02:47 PM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","11101","12-07 44 AVENUE","44 AVENUE","12 STREET","13 STREET","12 STREET","13 STREET","ADDRESS","LONG ISLAND CITY","44 AVENUE",,"Closed",,"The owner or manager of the property was sent an advisory to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.","09/12/2025 04:02:47 PM","02 QUEENS","4004430001","QUEENS","998,550","212,471","PHONE","Unspecified","QUEENS",,,,,,,,"40.74984880589","-73.94838914264","(40.74984880588587, -73.94838914263907)"
"66126197","09/11/2025 09:03:59 AM","09/12/2025 02:10:55 PM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10027","34 CONVENT AVENUE","CONVENT AVENUE","WEST 128 STREET","WEST 129 STREET","WEST  128 STREET","WEST  129 STREET","ADDRESS","NEW YORK","CONVENT AVENUE",,"Closed",,"A letter was sent to the owner or manager of the property you reported instructing them to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.","09/12/2025 02:10:55 PM","09 MANHATTAN","1019680026","MANHATTAN","997,233","235,857","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.81403919014","-73.95309720057","(40.81403919014298, -73.95309720056541)"
"66097550","09/09/2025 09:21:36 PM","09/10/2025 08:39:15 AM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","11222","181 ECKFORD STREET","ECKFORD STREET","NASSAU AVENUE","NORMAN AVENUE","NASSAU AVENUE","NORMAN AVENUE","ADDRESS","BROOKLYN","ECKFORD STREET",,"Closed",,"A letter was sent to the owner or manager of the property you reported instructing them to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.","09/10/2025 08:39:15 AM","01 BROOKLYN","3026480011","BROOKLYN","998,179","203,592","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.72547874504","-73.94974652151","(40.72547874504372, -73.94974652151461)"
"66100408","09/09/2025 11:18:02 AM","09/09/2025 12:18:14 PM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10462","2174 WHITE PLAINS ROAD","WHITE PLAINS ROAD","LYDIG AVENUE","PELHAM PARKWAY SOUTH","LYDIG AVENUE","PELHAM PARKWAY SOUTH","ADDRESS","BRONX","WHITE PLAINS ROAD",,"Closed",,"A letter was sent to the owner or manager of the property you reported instructing them to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.","09/09/2025 12:18:14 PM","11 BRONX","2043180016","BRONX","1,020,864","251,056","ONLINE","Unspecified","BRONX",,,,,,,,"40.85568967381","-73.8676442208","(40.855689673814545, -73.86764422079881)"
"66104736","09/09/2025 06:40:20 AM","09/09/2025 08:30:33 AM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10312","3230 RICHMOND AVENUE","RICHMOND AVENUE","ARTHUR KILL ROAD","WAINWRIGHT AVENUE","ARTHUR KILL ROAD","WAINWRIGHT AVENUE","ADDRESS","STATEN ISLAND","RICHMOND AVENUE",,"Closed",,"A letter was sent to the owner or manager of the property you reported instructing them to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.","09/09/2025 08:30:33 AM","03 STATEN ISLAND","5200039999","STATEN ISLAND","937,071","143,499","ONLINE","Unspecified","STATEN ISLAND",,,,,,,,"40.56042189582","-74.16979342278","(40.560421895819005, -74.1697934227754)"
